n_anchors,room,trial,origin,max_error_m,previous_best_error_m
3,hab_custom,357,aleatorio,2.406254618038863,inf
3,hab_custom,358,aleatorio,3.626260031482565,inf
3,hab_custom,359,aleatorio,1.6751663644299115,inf
3,hab_custom,360,aleatorio,1.7173357496661505,inf
3,hab_custom,361,aleatorio,1.2023173265521885,inf
3,hab_custom,362,aleatorio,3.2343992209118584,inf
3,hab_custom,363,aleatorio,14.074119113857568,inf
3,hab_custom,364,aleatorio,0.6554047504211405,inf
3,hab_custom,365,aleatorio,3.929616306357782,inf
3,hab_custom,366,aleatorio,2.056943229601847,inf
3,hab_custom,367,aleatorio,5.7736515311024865,inf
3,hab_custom,368,aleatorio,5.624974463216716,inf
3,hab_custom,369,aleatorio,14.048371357583832,inf
3,hab_custom,370,aleatorio,1.1310475616847036,inf
3,hab_custom,371,aleatorio,1.1948819700208932,inf
3,hab_custom,372,aleatorio,0.8086373634754986,inf
3,hab_custom,373,aleatorio,1.6321023023884265,inf
3,hab_custom,374,aleatorio,0.7010543071267851,inf
3,hab_custom,375,aleatorio,0.8260841008838897,inf
3,hab_custom,376,aleatorio,2.1156178886410935,inf
3,hab_custom,377,aleatorio,4.824929709298268,inf
3,hab_custom,378,aleatorio,1.054854157834377,inf
3,hab_custom,379,aleatorio,0.5029097641259704,inf
3,hab_custom,380,aleatorio,2.245024927754812,inf
3,hab_custom,381,aleatorio,6.784709810098937,inf
3,hab_custom,382,aleatorio,0.3623209097715016,inf
3,hab_custom,383,aleatorio,3.0422195161340175,inf
3,hab_custom,384,aleatorio,1.1118255967012722,inf
3,hab_custom,385,aleatorio,0.018658347025577646,inf
3,hab_custom,386,aleatorio,6.130828606309201,inf
3,hab_custom,387,aleatorio,6.5491600386529205,inf
3,hab_custom,388,aleatorio,2.545343867703203,inf
3,hab_custom,389,aleatorio,1.1140074210866109,inf
3,hab_custom,390,aleatorio,0.8563114349160454,inf
3,hab_custom,391,aleatorio,0.5745106005978888,inf
3,hab_custom,392,aleatorio,3.986545646153437,inf
3,hab_custom,393,aleatorio,2.650900628939165,inf
3,hab_custom,394,aleatorio,3.452351030572941,inf
3,hab_custom,395,aleatorio,4.544936148775001,inf
3,hab_custom,396,aleatorio,5.740573864929289,inf
3,hab_custom,397,aleatorio,1.686667615835867,inf
3,hab_custom,398,aleatorio,4.401922838671648,inf
3,hab_custom,399,aleatorio,4.165394468867157,inf
3,hab_custom,400,aleatorio,2.8425654634320967,inf
3,hab_custom,401,aleatorio,0.0008379231232479043,inf
3,hab_custom,402,aleatorio,0.23600345290858935,inf
3,hab_custom,403,aleatorio,2.753346998614412,inf
3,hab_custom,404,aleatorio,0.24626767760058257,inf
3,hab_custom,405,aleatorio,1.2120261583949405,inf
