n_anchors,escenario_error,error_label,kind,magnitude,magnitude2,mean_error_m,mean_error_std,rms_error_m,max_error_m
5,heter_A1-gaussP_A2-biasP_A3-unifS_A4-unifS_A5-biasN_tag-biasN,unknown,unknown,,,1.216324e-01,2.935641e-02,1.284116e-01,2.078079e-01
5,heter_A1-gaussP_A2-gauss0_A3-unifN_A4-unifN_A5-biasP_tag-unifN,unknown,unknown,,,1.579730e-01,1.504745e-02,1.613837e-01,2.310797e-01
5,heter_A1-gaussP_A2-gaussP_A3-biasN_A4-gaussP_A5-unifS_tag-biasP,unknown,unknown,,,9.823887e-02,9.860923e-03,1.026547e-01,1.793612e-01
5,heter_A1-gaussP_A2-none_A3-unifP_A4-unifN_A5-none_tag-gaussP,unknown,unknown,,,8.062520e-02,8.296517e-03,8.822050e-02,1.931576e-01
5,heter_A1-gaussP_A2-unifN_A3-gauss0_A4-biasN_A5-unifP_tag-gauss0,unknown,unknown,,,9.386032e-02,1.077789e-02,1.027001e-01,2.052910e-01
5,heter_A1-gaussP_A2-unifP_A3-biasN_A4-unifP_A5-gaussN_tag-biasN,unknown,unknown,,,1.065366e-01,1.115319e-02,1.100959e-01,1.696312e-01
5,heter_A1-gaussP_A2-unifP_A3-gaussP_A4-unifP_A5-gaussP_tag-gaussP,unknown,unknown,,,1.256167e-01,7.725158e-03,1.285978e-01,1.959817e-01
5,heter_A1-gaussP_A2-unifP_A3-unifP_A4-unifP_A5-gauss0_tag-unifN,unknown,unknown,,,4.533791e-02,7.636522e-03,5.136514e-02,1.311651e-01
5,heter_A1-none_A2-biasN_A3-gaussP_A4-gaussP_A5-biasP_tag-gaussP,unknown,unknown,,,7.699820e-02,6.497328e-03,8.199784e-02,1.683550e-01
5,heter_A1-none_A2-gaussN_A3-none_A4-unifP_A5-gauss0_tag-gaussN,unknown,unknown,,,7.043098e-02,5.958296e-03,7.633042e-02,1.537900e-01
5,heter_A1-none_A2-gaussN_A3-unifS_A4-gauss0_A5-gaussP_tag-gaussP,unknown,unknown,,,6.284509e-02,1.346547e-02,7.028957e-02,1.627518e-01
5,heter_A1-none_A2-gaussP_A3-unifN_A4-none_A5-gauss0_tag-biasN,unknown,unknown,,,1.242409e-01,7.029855e-03,1.315613e-01,2.349545e-01
5,heter_A1-none_A2-gaussP_A3-unifS_A4-none_A5-biasN_tag-none,unknown,unknown,,,8.572472e-02,6.692282e-03,9.355270e-02,1.770480e-01
5,heter_A1-none_A2-none_A3-gaussN_A4-biasP_A5-unifS_tag-none,unknown,unknown,,,2.134082e-01,2.537184e-01,2.887744e-01,6.852910e-01
5,heter_A1-none_A2-unifN_A3-gaussP_A4-biasN_A5-biasP_tag-biasN,unknown,unknown,,,2.032547e-01,3.480090e-02,2.176227e-01,3.695682e-01
5,heter_A1-none_A2-unifN_A3-none_A4-none_A5-gaussN_tag-biasN,unknown,unknown,,,1.168972e-01,2.451656e-02,1.297593e-01,2.450365e-01
5,heter_A1-unifN_A2-biasN_A3-biasP_A4-biasP_A5-unifS_tag-unifP,unknown,unknown,,,1.550654e-01,1.723917e-02,1.593253e-01,2.360264e-01
5,heter_A1-unifN_A2-biasP_A3-gaussN_A4-unifP_A5-gaussP_tag-unifN,unknown,unknown,,,7.595310e-02,1.019858e-02,8.117295e-02,1.472040e-01
5,heter_A1-unifN_A2-gauss0_A3-gaussP_A4-none_A5-biasN_tag-biasP,unknown,unknown,,,1.078637e-01,1.602562e-02,1.152338e-01,1.959091e-01
5,heter_A1-unifN_A2-gauss0_A3-none_A4-biasP_A5-unifP_tag-gaussP,unknown,unknown,,,1.182760e-01,8.469336e-03,1.227202e-01,1.968575e-01
5,heter_A1-unifN_A2-none_A3-biasN_A4-biasN_A5-none_tag-biasN,unknown,unknown,,,1.596355e-01,1.624324e-02,1.650849e-01,2.555193e-01
5,heter_A1-unifN_A2-unifP_A3-none_A4-biasN_A5-gaussN_tag-gaussN,unknown,unknown,,,7.964092e-02,1.283840e-02,8.553263e-02,1.656450e-01
5,heter_A1-unifN_A2-unifP_A3-none_A4-unifS_A5-gaussP_tag-unifP,unknown,unknown,,,1.262284e-01,8.878677e-03,1.305277e-01,2.116935e-01
5,heter_A1-unifP_A2-biasP_A3-unifS_A4-gaussP_A5-gaussN_tag-gaussN,unknown,unknown,,,5.534745e-02,4.674947e-03,6.647695e-02,1.736943e-01
5,heter_A1-unifP_A2-gauss0_A3-gaussP_A4-gaussN_A5-gaussP_tag-biasP,unknown,unknown,,,1.194151e-01,8.713333e-03,1.231210e-01,2.093115e-01
5,heter_A1-unifP_A2-gaussP_A3-gaussN_A4-gaussN_A5-unifP_tag-gaussP,unknown,unknown,,,1.155952e-01,1.706286e-02,1.228616e-01,2.341370e-01
5,heter_A1-unifP_A2-gaussP_A3-unifN_A4-biasN_A5-unifN_tag-unifN,unknown,unknown,,,1.516282e-01,8.423579e-03,1.550782e-01,2.344746e-01
5,heter_A1-unifP_A2-none_A3-biasN_A4-gauss0_A5-biasP_tag-unifN,unknown,unknown,,,1.322778e-01,1.167983e-02,1.354372e-01,2.040279e-01
5,heter_A1-unifP_A2-none_A3-biasN_A4-gaussP_A5-none_tag-gaussP,unknown,unknown,,,7.837123e-02,7.980085e-03,8.520035e-02,1.758381e-01
5,heter_A1-unifP_A2-none_A3-unifS_A4-gaussP_A5-gaussN_tag-unifS,unknown,unknown,,,5.039621e-02,1.471485e-02,5.848023e-02,1.489302e-01
5,heter_A1-unifP_A2-unifP_A3-gauss0_A4-none_A5-unifN_tag-unifN,unknown,unknown,,,8.472355e-02,1.075349e-02,8.968492e-02,1.841533e-01
5,heter_A1-unifS_A2-biasP_A3-gaussP_A4-unifN_A5-biasP_tag-unifS,unknown,unknown,,,7.660120e-02,1.151829e-02,8.398102e-02,1.815624e-01
5,heter_A1-unifS_A2-none_A3-gauss0_A4-gauss0_A5-unifP_tag-none,unknown,unknown,,,4.844495e-02,5.918723e-03,5.424356e-02,1.249592e-01
5,heter_A1-unifS_A2-unifN_A3-gaussP_A4-none_A5-unifP_tag-gaussP,unknown,unknown,,,7.180559e-02,1.013014e-02,7.859029e-02,1.509847e-01
5,heter_A1-unifS_A2-unifP_A3-unifP_A4-unifS_A5-unifP_tag-biasP,unknown,unknown,,,1.423807e-01,1.665893e-02,1.468281e-01,2.196645e-01
6,bias_neg_0p02,Bias (−),bias_neg,2.000000e-02,,3.134748e-02,2.667749e-03,3.278158e-02,5.724307e-02
6,bias_neg_0p05,Bias (−),bias_neg,5.000000e-02,,8.536607e-02,1.057877e-02,8.973517e-02,1.525915e-01
6,bias_neg_0p1,Bias (−),bias_neg,1.000000e-01,,1.755120e-01,2.906023e-02,1.856232e-01,3.105507e-01
6,bias_pos_0p02,Bias (+),bias_pos,2.000000e-02,,3.177031e-02,2.418370e-03,3.304937e-02,5.663799e-02
6,bias_pos_0p05,Bias (+),bias_pos,5.000000e-02,,1.035028e-01,3.994873e-02,1.096641e-01,1.804842e-01
6,bias_pos_0p1,Bias (+),bias_pos,1.000000e-01,,1.842932e-01,4.005285e-02,1.971957e-01,3.422764e-01
6,combo_biasn0p02_gausss0p02,Bias (−) + Gaussian,combo_bias_neg_gauss,2.000000e-02,2.000000e-02,3.025083e-02,2.072898e-03,3.208005e-02,6.179058e-02
6,combo_biasn0p02_gausss0p05,Bias (−) + Gaussian,combo_bias_neg_gauss,2.000000e-02,5.000000e-02,4.543439e-02,4.354654e-03,5.162947e-02,1.258890e-01
6,combo_biasn0p05_gausss0p02,Bias (−) + Gaussian,combo_bias_neg_gauss,5.000000e-02,2.000000e-02,7.140142e-02,3.631551e-03,7.397245e-02,1.235822e-01
6,combo_biasn0p05_gausss0p05,Bias (−) + Gaussian,combo_bias_neg_gauss,5.000000e-02,5.000000e-02,7.545634e-02,9.635905e-03,8.283734e-02,1.728973e-01
6,combo_biasn0p02_unifsym0p05,Bias (−) + Uniform,combo_bias_neg_unif,2.000000e-02,5.000000e-02,2.814889e-02,2.284742e-03,2.962629e-02,5.332329e-02
6,combo_biasn0p02_unifsym0p1,Bias (−) + Uniform,combo_bias_neg_unif,2.000000e-02,1.000000e-01,3.537022e-02,3.825240e-03,3.883367e-02,9.344550e-02
6,combo_biasn0p05_unifsym0p05,Bias (−) + Uniform,combo_bias_neg_unif,5.000000e-02,5.000000e-02,7.775675e-02,1.056323e-02,8.123281e-02,1.408190e-01
6,combo_biasn0p05_unifsym0p1,Bias (−) + Uniform,combo_bias_neg_unif,5.000000e-02,1.000000e-01,6.736571e-02,6.184783e-03,7.050907e-02,1.191016e-01
6,combo_biasp0p02_gausss0p02,Bias (+) + Gaussian,combo_bias_pos_gauss,2.000000e-02,2.000000e-02,3.140354e-02,2.062941e-03,3.367626e-02,6.893547e-02
6,combo_biasp0p02_gausss0p05,Bias (+) + Gaussian,combo_bias_pos_gauss,2.000000e-02,5.000000e-02,4.085111e-02,5.532760e-03,4.543971e-02,1.032593e-01
6,combo_biasp0p05_gausss0p02,Bias (+) + Gaussian,combo_bias_pos_gauss,5.000000e-02,2.000000e-02,7.068261e-02,6.777988e-03,7.392553e-02,1.270720e-01
6,combo_biasp0p05_gausss0p05,Bias (+) + Gaussian,combo_bias_pos_gauss,5.000000e-02,5.000000e-02,7.623674e-02,7.110011e-03,8.241518e-02,1.685535e-01
6,combo_biasp0p02_unifsym0p05,Bias (+) + Uniform,combo_bias_pos_unif,2.000000e-02,5.000000e-02,2.920429e-02,2.145279e-03,3.081703e-02,5.500983e-02
6,combo_biasp0p02_unifsym0p1,Bias (+) + Uniform,combo_bias_pos_unif,2.000000e-02,1.000000e-01,3.689572e-02,4.149592e-03,4.225201e-02,1.039192e-01
6,combo_biasp0p05_unifsym0p05,Bias (+) + Uniform,combo_bias_pos_unif,5.000000e-02,5.000000e-02,7.773004e-02,8.715026e-03,8.031314e-02,1.261052e-01
6,combo_biasp0p05_unifsym0p1,Bias (+) + Uniform,combo_bias_pos_unif,5.000000e-02,1.000000e-01,6.804233e-02,4.432784e-03,7.115938e-02,1.253852e-01
6,combo_gausss0p02_unifsym0p05,Gaussian + Uniform,combo_gauss_unif,2.000000e-02,5.000000e-02,2.036505e-02,1.842474e-03,2.284504e-02,5.676726e-02
6,combo_gausss0p02_unifsym0p1,Gaussian + Uniform,combo_gauss_unif,2.000000e-02,1.000000e-01,2.640667e-02,2.771713e-03,3.010151e-02,7.705255e-02
6,combo_gausss0p05_unifsym0p05,Gaussian + Uniform,combo_gauss_unif,5.000000e-02,5.000000e-02,3.727560e-02,5.062435e-03,4.393854e-02,1.200901e-01
6,combo_gausss0p05_unifsym0p1,Gaussian + Uniform,combo_gauss_unif,5.000000e-02,1.000000e-01,4.504859e-02,1.016241e-02,5.521388e-02,1.514754e-01
6,gauss_s0p02,Gaussian noise,gauss,2.000000e-02,,1.678162e-02,1.697641e-03,1.849235e-02,3.942479e-02
6,gauss_s0p05,Gaussian noise,gauss,5.000000e-02,,4.243617e-02,1.169134e-02,5.309880e-02,1.524904e-01
6,gauss_s0p1,Gaussian noise,gauss,1.000000e-01,,6.827897e-02,2.057865e-02,8.663683e-02,2.410076e-01
6,sin_error,No error,none,,,2.861854e-17,5.723708e-17,6.474649e-17,2.577685e-16
6,unif_neg_0p05,Uniform noise (negative only),unif_neg,5.000000e-02,,3.339223e-02,1.977867e-03,3.470399e-02,5.549203e-02
6,unif_neg_0p1,Uniform noise (negative only),unif_neg,1.000000e-01,,7.123870e-02,1.109354e-02,7.598029e-02,1.366970e-01
6,unif_neg_0p2,Uniform noise (negative only),unif_neg,2.000000e-01,,1.321986e-01,8.382491e-03,1.374097e-01,2.166010e-01
6,unif_pos_0p05,Uniform noise (positive only),unif_pos,5.000000e-02,,3.568886e-02,2.375240e-03,3.773026e-02,6.759527e-02
6,unif_pos_0p1,Uniform noise (positive only),unif_pos,1.000000e-01,,7.158711e-02,3.529133e-03,7.467663e-02,1.214999e-01
6,unif_pos_0p2,Uniform noise (positive only),unif_pos,2.000000e-01,,1.430407e-01,1.286208e-02,1.504335e-01,2.714360e-01
6,unif_sym_0p05,Uniform noise (symmetric),unif_sym,5.000000e-02,,1.364213e-02,7.801123e-04,1.506869e-02,3.400401e-02
6,unif_sym_0p1,Uniform noise (symmetric),unif_sym,1.000000e-01,,2.618379e-02,4.566661e-03,3.275708e-02,1.055023e-01
6,unif_sym_0p2,Uniform noise (symmetric),unif_sym,2.000000e-01,,5.043664e-02,2.252097e-02,6.450529e-02,1.748505e-01
6,heter_A1-biasN_A2-biasN_A3-none_A4-unifS_A5-unifP_A6-biasP_tag-gauss0,unknown,unknown,,,8.034699e-02,7.108078e-03,8.402779e-02,1.444297e-01
6,heter_A1-biasN_A2-biasP_A3-biasN_A4-gaussN_A5-gauss0_A6-none_tag-none,unknown,unknown,,,1.208633e-01,5.006169e-02,1.335827e-01,2.881028e-01
6,heter_A1-biasN_A2-biasP_A3-gaussP_A4-gaussP_A5-gaussP_A6-unifP_tag-unifN,unknown,unknown,,,9.448153e-02,1.184956e-02,9.893260e-02,1.636512e-01
6,heter_A1-biasN_A2-gauss0_A3-biasN_A4-none_A5-unifN_A6-biasP_tag-biasN,unknown,unknown,,,1.513765e-01,2.515849e-02,1.560701e-01,2.285058e-01
6,heter_A1-biasN_A2-gaussN_A3-biasP_A4-gaussP_A5-unifS_A6-unifP_tag-unifN,unknown,unknown,,,9.562066e-02,8.231280e-03,9.870125e-02,1.588916e-01
6,heter_A1-biasN_A2-gaussN_A3-unifP_A4-gaussP_A5-biasN_A6-gaussP_tag-unifS,unknown,unknown,,,7.619338e-02,8.825044e-03,7.987268e-02,1.464121e-01
6,heter_A1-biasN_A2-none_A3-gaussP_A4-unifP_A5-gaussN_A6-unifP_tag-gaussP,unknown,unknown,,,7.916436e-02,7.311959e-03,8.582451e-02,1.768952e-01
6,heter_A1-biasN_A2-none_A3-unifS_A4-gaussN_A5-gaussN_A6-unifS_tag-unifN,unknown,unknown,,,1.019446e-01,9.082568e-03,1.051804e-01,1.724312e-01
6,heter_A1-biasN_A2-unifN_A3-biasP_A4-gaussP_A5-unifP_A6-unifS_tag-unifN,unknown,unknown,,,9.541153e-02,9.636687e-03,9.889489e-02,1.763572e-01
6,heter_A1-biasN_A2-unifN_A3-unifS_A4-gauss0_A5-unifS_A6-unifN_tag-biasN,unknown,unknown,,,1.281756e-01,6.048877e-03,1.320645e-01,2.165183e-01
6,heter_A1-biasN_A2-unifP_A3-none_A4-gaussP_A5-unifS_A6-gaussN_tag-none,unknown,unknown,,,6.760832e-02,1.393934e-02,7.435035e-02,1.539533e-01
6,heter_A1-biasP_A2-gauss0_A3-unifS_A4-unifP_A5-unifP_A6-biasN_tag-unifP,unknown,unknown,,,1.172248e-01,8.015631e-03,1.217330e-01,2.040124e-01
6,heter_A1-biasP_A2-gaussP_A3-biasN_A4-biasP_A5-gauss0_A6-gaussP_tag-gaussP,unknown,unknown,,,8.566849e-02,1.685842e-02,9.409601e-02,1.810670e-01
6,heter_A1-biasP_A2-gaussP_A3-gauss0_A4-biasN_A5-unifP_A6-gaussP_tag-gaussN,unknown,unknown,,,7.296555e-02,1.216442e-02,7.971632e-02,1.693949e-01
6,heter_A1-biasP_A2-gaussP_A3-none_A4-gaussN_A5-unifP_A6-unifP_tag-none,unknown,unknown,,,8.318377e-02,9.674886e-03,8.820196e-02,1.650136e-01
6,heter_A1-biasP_A2-unifS_A3-gaussP_A4-gaussP_A5-gauss0_A6-gaussN_tag-biasP,unknown,unknown,,,1.327194e-01,5.912509e-03,1.344527e-01,1.925270e-01
6,heter_A1-biasP_A2-unifS_A3-none_A4-gauss0_A5-biasN_A6-gaussP_tag-unifP,unknown,unknown,,,1.070245e-01,5.261441e-03,1.107773e-01,1.861935e-01
6,heter_A1-gauss0_A2-biasN_A3-gaussN_A4-biasN_A5-gaussN_A6-unifS_tag-unifN,unknown,unknown,,,1.184192e-01,1.134669e-02,1.239403e-01,1.987253e-01
6,heter_A1-gauss0_A2-biasP_A3-biasN_A4-biasP_A5-biasP_A6-biasN_tag-none,unknown,unknown,,,1.074002e-01,1.869370e-02,1.154825e-01,1.960670e-01
6,heter_A1-gauss0_A2-gauss0_A3-unifN_A4-biasN_A5-biasN_A6-gaussP_tag-gaussN,unknown,unknown,,,9.358933e-02,1.356111e-02,1.017282e-01,2.071340e-01
6,heter_A1-gauss0_A2-gaussN_A3-gauss0_A4-gaussN_A5-unifP_A6-unifN_tag-gauss0,unknown,unknown,,,6.320520e-02,2.191130e-02,7.795281e-02,2.108224e-01
6,heter_A1-gauss0_A2-gaussN_A3-none_A4-unifN_A5-unifP_A6-gaussN_tag-unifP,unknown,unknown,,,7.919368e-02,7.646602e-03,8.271981e-02,1.405248e-01
6,heter_A1-gauss0_A2-none_A3-biasP_A4-gauss0_A5-unifP_A6-unifP_tag-gauss0,unknown,unknown,,,6.864162e-02,5.659811e-03,7.426079e-02,1.554861e-01
6,heter_A1-gauss0_A2-unifS_A3-biasN_A4-gaussN_A5-unifP_A6-unifS_tag-none,unknown,unknown,,,7.406098e-02,9.865142e-03,7.844929e-02,1.533846e-01
6,heter_A1-gaussN_A2-biasP_A3-unifN_A4-biasP_A5-gaussN_A6-gaussP_tag-biasN,unknown,unknown,,,8.921075e-02,1.070416e-02,9.357192e-02,1.493467e-01
6,heter_A1-gaussN_A2-gaussP_A3-unifP_A4-gaussP_A5-biasN_A6-unifN_tag-none,unknown,unknown,,,8.210035e-02,9.463244e-03,8.737323e-02,1.713617e-01
6,heter_A1-gaussN_A2-gaussP_A3-unifP_A4-unifS_A5-gaussN_A6-unifS_tag-biasP,unknown,unknown,,,9.835935e-02,5.691016e-03,1.022129e-01,1.638190e-01
6,heter_A1-gaussN_A2-unifN_A3-unifS_A4-biasN_A5-unifN_A6-gauss0_tag-none,unknown,unknown,,,8.283884e-02,1.071743e-02,8.512682e-02,1.264487e-01
6,heter_A1-gaussN_A2-unifP_A3-biasN_A4-gaussN_A5-gaussP_A6-gaussN_tag-unifN,unknown,unknown,,,1.074498e-01,5.966987e-03,1.102814e-01,1.737717e-01
6,heter_A1-gaussP_A2-biasP_A3-biasN_A4-unifP_A5-none_A6-biasN_tag-gauss0,unknown,unknown,,,8.026169e-02,1.197359e-02,8.692348e-02,1.707982e-01
6,heter_A1-gaussP_A2-biasP_A3-gauss0_A4-gaussN_A5-unifN_A6-gaussP_tag-biasP,unknown,unknown,,,1.372714e-01,1.518067e-02,1.411724e-01,2.176439e-01
6,heter_A1-gaussP_A2-biasP_A3-none_A4-unifP_A5-none_A6-gauss0_tag-gauss0,unknown,unknown,,,6.643065e-02,7.478701e-03,7.330122e-02,1.596142e-01
6,heter_A1-gaussP_A2-gauss0_A3-gaussP_A4-biasN_A5-unifS_A6-biasP_tag-unifN,unknown,unknown,,,8.422057e-02,1.219765e-02,9.250282e-02,1.850897e-01
6,heter_A1-gaussP_A2-gaussN_A3-unifS_A4-unifP_A5-none_A6-biasP_tag-unifN,unknown,unknown,,,6.040841e-02,8.785517e-03,6.456078e-02,1.278552e-01
6,heter_A1-gaussP_A2-gaussP_A3-gaussN_A4-unifP_A5-unifS_A6-unifP_tag-none,unknown,unknown,,,5.413920e-02,1.019060e-02,6.168719e-02,1.412240e-01
6,heter_A1-none_A2-biasP_A3-unifN_A4-unifS_A5-biasP_A6-unifN_tag-biasN,unknown,unknown,,,1.260140e-01,2.784442e-02,1.352773e-01,2.252097e-01
6,heter_A1-none_A2-gaussP_A3-biasN_A4-biasP_A5-gauss0_A6-unifN_tag-gauss0,unknown,unknown,,,7.498707e-02,7.648875e-03,8.048741e-02,1.551761e-01
6,heter_A1-none_A2-gaussP_A3-biasN_A4-none_A5-gaussN_A6-biasP_tag-unifN,unknown,unknown,,,9.428886e-02,1.000861e-02,9.825366e-02,1.713903e-01
6,heter_A1-none_A2-none_A3-biasN_A4-gaussN_A5-gauss0_A6-unifN_tag-unifS,unknown,unknown,,,5.941675e-02,7.355783e-03,6.299868e-02,1.202644e-01
6,heter_A1-none_A2-unifN_A3-unifS_A4-biasN_A5-gaussN_A6-biasN_tag-none,unknown,unknown,,,8.799322e-02,2.027320e-02,9.526373e-02,1.834844e-01
6,heter_A1-none_A2-unifP_A3-gaussN_A4-none_A5-biasP_A6-gauss0_tag-gaussN,unknown,unknown,,,7.735331e-02,2.084674e-02,8.631859e-02,1.738256e-01
6,heter_A1-none_A2-unifP_A3-none_A4-none_A5-biasN_A6-gaussP_tag-unifP,unknown,unknown,,,7.899731e-02,6.337485e-03,8.252624e-02,1.423562e-01
6,heter_A1-unifN_A2-biasN_A3-none_A4-unifP_A5-unifP_A6-none_tag-biasP,unknown,unknown,,,1.033297e-01,2.141334e-02,1.198916e-01,2.738776e-01
6,heter_A1-unifN_A2-gaussP_A3-gaussN_A4-unifP_A5-unifP_A6-unifS_tag-gaussP,unknown,unknown,,,9.846546e-02,2.130468e-02,1.115440e-01,2.427587e-01
6,heter_A1-unifN_A2-gaussP_A3-unifS_A4-biasN_A5-none_A6-gauss0_tag-biasP,unknown,unknown,,,7.839560e-02,1.291467e-02,8.332057e-02,1.628892e-01
6,heter_A1-unifN_A2-unifS_A3-unifS_A4-none_A5-unifP_A6-biasN_tag-unifS,unknown,unknown,,,6.135342e-02,2.001605e-02,7.267874e-02,1.777423e-01
6,heter_A1-unifP_A2-biasP_A3-gauss0_A4-gaussN_A5-unifP_A6-none_tag-gauss0,unknown,unknown,,,7.007561e-02,1.036672e-02,7.598818e-02,1.547675e-01
6,heter_A1-unifP_A2-gaussP_A3-gaussN_A4-unifP_A5-gaussP_A6-gauss0_tag-unifN,unknown,unknown,,,6.521497e-02,6.587612e-03,7.150347e-02,1.428439e-01
6,heter_A1-unifP_A2-gaussP_A3-none_A4-unifP_A5-unifN_A6-unifP_tag-biasP,unknown,unknown,,,1.157882e-01,2.316545e-02,1.222084e-01,2.069231e-01
6,heter_A1-unifP_A2-none_A3-unifP_A4-none_A5-gauss0_A6-biasP_tag-unifN,unknown,unknown,,,6.005002e-02,1.280025e-02,7.005220e-02,1.666536e-01
6,heter_A1-unifS_A2-gaussN_A3-unifN_A4-biasP_A5-unifS_A6-unifN_tag-gaussN,unknown,unknown,,,9.369772e-02,9.839616e-03,1.001855e-01,1.927152e-01
6,heter_A1-unifS_A2-gaussP_A3-biasP_A4-gaussP_A5-unifS_A6-unifN_tag-biasN,unknown,unknown,,,7.786351e-02,1.018182e-02,8.267064e-02,1.670794e-01
6,heter_A1-unifS_A2-gaussP_A3-unifN_A4-biasP_A5-biasN_A6-gaussP_tag-unifS,unknown,unknown,,,5.806585e-02,7.595657e-03,6.322869e-02,1.355401e-01
6,heter_A1-unifS_A2-none_A3-none_A4-gaussN_A5-unifP_A6-biasN_tag-none,unknown,unknown,,,6.513485e-02,5.225501e-03,7.215273e-02,1.755001e-01
6,heter_A1-unifS_A2-none_A3-unifN_A4-biasP_A5-gauss0_A6-gaussP_tag-biasN,unknown,unknown,,,1.059803e-01,1.711423e-02,1.140015e-01,2.118683e-01
6,heter_A1-unifS_A2-none_A3-unifP_A4-gauss0_A5-gaussN_A6-gaussN_tag-none,unknown,unknown,,,5.196769e-02,6.104694e-03,5.624571e-02,1.286885e-01
6,heter_A1-unifS_A2-unifN_A3-biasP_A4-gaussP_A5-unifP_A6-biasP_tag-gauss0,unknown,unknown,,,7.010048e-02,6.519691e-03,7.552012e-02,1.547419e-01
6,heter_A1-unifS_A2-unifN_A3-unifS_A4-gaussP_A5-unifP_A6-unifS_tag-unifP,unknown,unknown,,,8.778645e-02,1.189315e-02,9.620168e-02,2.011226e-01
6,heter_A1-unifS_A2-unifP_A3-biasP_A4-gaussN_A5-unifS_A6-unifP_tag-biasN,unknown,unknown,,,4.772335e-02,1.048297e-02,5.730773e-02,1.411692e-01
6,heter_A1-unifS_A2-unifS_A3-unifN_A4-unifP_A5-unifS_A6-unifP_tag-unifN,unknown,unknown,,,9.226113e-02,7.532081e-03,9.702445e-02,1.798361e-01
